# SprintScope Test Export
# Athlete:,Bandar 400mH
# Test ID:,90
# Test Type:,Sprint
# Date:,2026-06-29 11:29:57
# Session Type:,Training
# Venue:,Outdoor
# Weather:,Dry
# Wind:,No Wind
# Surface:,Track
# Footwear:,Spikes
# Zero Offset:,1004.570
# Orth. Offset:,0.000
# Filter:,Butterworth
# Filter Params:,Order: 2, Cutoff: 1.21 Hz
# Distance:,60 m
# Splits Every:,10 m
# Start Position:,Running start
#
Time [s],Distance [m],,Distance_Filtered [m],Velocity [m/s],Acceleration [m/s^2],,Split Distance [m],Delta Time [s],Cumulative Time [s],Split Velocity [m/s]
0.0000,4.1400,,-2.0534,0.0000,0.0000,,0.00,0.000,0.000,4.557
0.0050,4.1400,,-2.0533,0.0221,4.4250,,10.00,1.455,1.455,8.277
0.0100,4.1400,,-2.0532,0.0231,0.1907,,20.00,1.134,2.588,9.342
0.0150,4.1400,,-2.0530,0.0241,0.2003,,30.00,1.052,3.640,9.707
0.0200,4.1400,,-2.0529,0.0251,0.2003,,40.00,1.023,4.663,9.801
0.0250,4.1400,,-2.0528,0.0261,0.2003,,49.53,0.000,5.635,9.855
0.0300,4.1400,,-2.0526,0.0271,0.2003,,50.00,1.019,5.682,9.855
0.0350,4.1400,,-2.0525,0.0281,0.2003,,60.00,1.022,6.704,9.080
0.0400,4.1400,,-2.0524,0.0291,0.2003,,,,,
0.0450,4.1400,,-2.0522,0.0301,0.2003,,,,,
0.0500,4.1400,,-2.0521,0.0311,0.2098,,,,,
0.0550,4.1400,,-2.0519,0.0321,0.2003,,,,,
0.0600,4.1400,,-2.0517,0.0331,0.2003,,,,,
0.0650,4.1400,,-2.0516,0.0341,0.2003,,,,,
0.0700,4.1400,,-2.0514,0.0351,0.2003,,,,,
0.0750,4.1400,,-2.0512,0.0361,0.2003,,,,,
0.0800,4.1400,,-2.0510,0.0371,0.2003,,,,,
0.0850,4.1400,,-2.0508,0.0381,0.1907,,,,,
0.0900,4.1400,,-2.0506,0.0391,0.1907,,,,,
0.0950,4.1400,,-2.0504,0.0400,0.1812,,,,,
0.1000,4.1400,,-2.0502,0.0409,0.1812,,,,,
0.1050,4.1400,,-2.0500,0.0417,0.1717,,,,,
0.1100,4.1500,,-2.0498,0.0425,0.1621,,,,,
0.1150,4.1500,,-2.0496,0.0433,0.1526,,,,,
0.1200,4.1500,,-2.0494,0.0440,0.1431,,,,,
0.1250,4.1500,,-2.0491,0.0447,0.1431,,,,,
0.1300,4.1500,,-2.0489,0.0454,0.1335,,,,,
0.1350,4.1500,,-2.0487,0.0461,0.1335,,,,,
0.1400,4.1500,,-2.0485,0.0467,0.1240,,,,,
0.1450,4.1500,,-2.0482,0.0473,0.1240,,,,,
0.1500,4.1500,,-2.0480,0.0479,0.1240,,,,,
0.1550,4.1500,,-2.0477,0.0485,0.1240,,,,,
0.1600,4.1500,,-2.0475,0.0492,0.1240,,,,,
0.1650,4.1500,,-2.0472,0.0498,0.1240,,,,,
0.1700,4.1500,,-2.0470,0.0504,0.1240,,,,,
0.1750,4.1500,,-2.0467,0.0510,0.1240,,,,,
0.1800,4.1500,,-2.0465,0.0516,0.1240,,,,,
0.1850,4.1500,,-2.0462,0.0523,0.1240,,,,,
0.1900,4.1500,,-2.0460,0.0529,0.1335,,,,,
0.1950,4.1500,,-2.0457,0.0536,0.1335,,,,,
0.2000,4.1500,,-2.0454,0.0543,0.1335,,,,,
0.2050,4.1500,,-2.0451,0.0550,0.1431,,,,,
0.2100,4.1500,,-2.0449,0.0557,0.1431,,,,,
0.2150,4.1500,,-2.0446,0.0564,0.1431,,,,,
0.2200,4.1500,,-2.0443,0.0572,0.1526,,,,,
0.2250,4.1500,,-2.0440,0.0579,0.1526,,,,,
0.2300,4.1500,,-2.0437,0.0587,0.1621,,,,,
0.2350,4.1500,,-2.0434,0.0596,0.1621,,,,,
0.2400,4.1500,,-2.0431,0.0604,0.1621,,,,,
0.2450,4.1500,,-2.0428,0.0612,0.1717,,,,,
0.2500,4.1500,,-2.0425,0.0621,0.1717,,,,,
0.2550,4.1500,,-2.0422,0.0629,0.1717,,,,,
0.2600,4.1500,,-2.0419,0.0638,0.1812,,,,,
0.2650,4.1500,,-2.0415,0.0648,0.1812,,,,,
0.2700,4.1500,,-2.0412,0.0657,0.1812,,,,,
0.2750,4.1500,,-2.0409,0.0666,0.1812,,,,,
0.2800,4.1500,,-2.0405,0.0675,0.1812,,,,,
0.2850,4.1500,,-2.0402,0.0684,0.1812,,,,,
0.2900,4.1500,,-2.0398,0.0693,0.1812,,,,,
0.2950,4.1500,,-2.0395,0.0702,0.1812,,,,,
0.3000,4.1500,,-2.0391,0.0710,0.1717,,,,,
0.3050,4.1500,,-2.0388,0.0719,0.1717,,,,,
0.3100,4.1500,,-2.0384,0.0727,0.1621,,,,,
0.3150,4.1600,,-2.0380,0.0735,0.1621,,,,,
0.3200,4.1600,,-2.0377,0.0743,0.1526,,,,,
0.3250,4.1600,,-2.0373,0.0750,0.1431,,,,,
0.3300,4.1600,,-2.0369,0.0757,0.1431,,,,,
0.3350,4.1600,,-2.0365,0.0764,0.1335,,,,,
0.3400,4.1600,,-2.0362,0.0770,0.1240,,,,,
0.3450,4.1600,,-2.0358,0.0776,0.1240,,,,,
0.3500,4.1600,,-2.0354,0.0782,0.1240,,,,,
0.3550,4.1600,,-2.0350,0.0788,0.1144,,,,,
0.3600,4.1600,,-2.0346,0.0794,0.1144,,,,,
0.3650,4.1600,,-2.0342,0.0799,0.1049,,,,,
0.3700,4.1600,,-2.0338,0.0804,0.1049,,,,,
0.3750,4.1600,,-2.0334,0.0809,0.0954,,,,,
0.3800,4.1600,,-2.0330,0.0814,0.0954,,,,,
0.3850,4.1600,,-2.0326,0.0819,0.0954,,,,,
0.3900,4.1600,,-2.0322,0.0823,0.0858,,,,,
0.3950,4.1600,,-2.0317,0.0827,0.0763,,,,,
0.4000,4.1600,,-2.0313,0.0831,0.0763,,,,,
0.4050,4.1600,,-2.0309,0.0834,0.0668,,,,,
0.4100,4.1600,,-2.0305,0.0837,0.0572,,,,,
0.4150,4.1600,,-2.0301,0.0840,0.0572,,,,,
0.4200,4.1600,,-2.0296,0.0842,0.0477,,,,,
0.4250,4.1600,,-2.0292,0.0844,0.0381,,,,,
0.4300,4.1600,,-2.0288,0.0845,0.0286,,,,,
0.4350,4.1600,,-2.0284,0.0846,0.0191,,,,,
0.4400,4.1600,,-2.0280,0.0846,0.0000,,,,,
0.4450,4.1700,,-2.0275,0.0846,-0.0095,,,,,
0.4500,4.1700,,-2.0271,0.0844,-0.0286,,,,,
0.4550,4.1700,,-2.0267,0.0843,-0.0381,,,,,
0.4600,4.1700,,-2.0263,0.0840,-0.0572,,,,,
0.4650,4.1700,,-2.0259,0.0836,-0.0668,,,,,
0.4700,4.1700,,-2.0254,0.0833,-0.0763,,,,,
0.4750,4.1700,,-2.0250,0.0828,-0.0954,,,,,
0.4800,4.1700,,-2.0246,0.0823,-0.1049,,,,,
0.4850,4.1700,,-2.0242,0.0817,-0.1144,,,,,
0.4900,4.1700,,-2.0238,0.0810,-0.1335,,,,,
0.4950,4.1700,,-2.0234,0.0803,-0.1431,,,,,
0.5000,4.1700,,-2.0230,0.0795,-0.1526,,,,,
0.5050,4.1700,,-2.0226,0.0787,-0.1717,,,,,
0.5100,4.1700,,-2.0222,0.0778,-0.1812,,,,,
0.5150,4.1800,,-2.0218,0.0768,-0.1907,,,,,
0.5200,4.1800,,-2.0215,0.0758,-0.2098,,,,,
0.5250,4.1800,,-2.0211,0.0747,-0.2193,,,,,
0.5300,4.1800,,-2.0207,0.0735,-0.2289,,,,,
0.5350,4.1800,,-2.0203,0.0723,-0.2384,,,,,
0.5400,4.1800,,-2.0200,0.0711,-0.2480,,,,,
0.5450,4.1800,,-2.0196,0.0698,-0.2575,,,,,
0.5500,4.1800,,-2.0193,0.0685,-0.2670,,,,,
0.5550,4.1800,,-2.0190,0.0671,-0.2670,,,,,
0.5600,4.1800,,-2.0186,0.0658,-0.2766,,,,,
0.5650,4.1800,,-2.0183,0.0644,-0.2766,,,,,
0.5700,4.1800,,-2.0180,0.0630,-0.2766,,,,,
0.5750,4.1800,,-2.0177,0.0616,-0.2766,,,,,
0.5800,4.1800,,-2.0174,0.0602,-0.2766,,,,,
0.5850,4.1800,,-2.0171,0.0588,-0.2766,,,,,
0.5900,4.1800,,-2.0168,0.0575,-0.2766,,,,,
0.5950,4.1800,,-2.0165,0.0561,-0.2766,,,,,
0.6000,4.1800,,-2.0163,0.0547,-0.2766,,,,,
0.6050,4.1800,,-2.0160,0.0533,-0.2766,,,,,
0.6100,4.1800,,-2.0157,0.0519,-0.2766,,,,,
0.6150,4.1800,,-2.0155,0.0506,-0.2670,,,,,
0.6200,4.1800,,-2.0152,0.0493,-0.2670,,,,,
0.6250,4.1900,,-2.0150,0.0479,-0.2670,,,,,
0.6300,4.1800,,-2.0148,0.0466,-0.2575,,,,,
0.6350,4.1900,,-2.0145,0.0453,-0.2575,,,,,
0.6400,4.1900,,-2.0143,0.0441,-0.2480,,,,,
0.6450,4.1900,,-2.0141,0.0429,-0.2480,,,,,
0.6500,4.1900,,-2.0139,0.0417,-0.2384,,,,,
0.6550,4.1900,,-2.0137,0.0405,-0.2289,,,,,
0.6600,4.1900,,-2.0135,0.0395,-0.2098,,,,,
0.6650,4.1900,,-2.0133,0.0385,-0.2003,,,,,
0.6700,4.1900,,-2.0131,0.0376,-0.1812,,,,,
0.6750,4.1900,,-2.0129,0.0368,-0.1621,,,,,
0.6800,4.1900,,-2.0127,0.0360,-0.1431,,,,,
0.6850,4.1900,,-2.0126,0.0354,-0.1240,,,,,
0.6900,4.1800,,-2.0124,0.0350,-0.0954,,,,,
0.6950,4.1800,,-2.0122,0.0346,-0.0763,,,,,
0.7000,4.1800,,-2.0120,0.0343,-0.0477,,,,,
0.7050,4.1800,,-2.0119,0.0342,-0.0191,,,,,
0.7100,4.1800,,-2.0117,0.0342,0.0000,,,,,
0.7150,4.1800,,-2.0115,0.0343,0.0191,,,,,
0.7200,4.1800,,-2.0114,0.0346,0.0477,,,,,
0.7250,4.1800,,-2.0112,0.0349,0.0668,,,,,
0.7300,4.1800,,-2.0110,0.0353,0.0858,,,,,
0.7350,4.1800,,-2.0108,0.0359,0.1144,,,,,
0.7400,4.1800,,-2.0106,0.0366,0.1335,,,,,
0.7450,4.1800,,-2.0105,0.0373,0.1526,,,,,
0.7500,4.1800,,-2.0103,0.0382,0.1717,,,,,
0.7550,4.1800,,-2.0101,0.0391,0.1812,,,,,
0.7600,4.1800,,-2.0099,0.0401,0.2003,,,,,
0.7650,4.1800,,-2.0097,0.0412,0.2193,,,,,
0.7700,4.1800,,-2.0095,0.0424,0.2384,,,,,
0.7750,4.1800,,-2.0092,0.0436,0.2480,,,,,
0.7800,4.1800,,-2.0090,0.0449,0.2575,,,,,
0.7850,4.1800,,-2.0088,0.0463,0.2766,,,,,
0.7900,4.1800,,-2.0085,0.0477,0.2861,,,,,
0.7950,4.1800,,-2.0083,0.0492,0.2956,,,,,
0.8000,4.1800,,-2.0080,0.0507,0.3052,,,,,
0.8050,4.1800,,-2.0078,0.0523,0.3147,,,,,
0.8100,4.1800,,-2.0075,0.0539,0.3147,,,,,
0.8150,4.1800,,-2.0072,0.0555,0.3242,,,,,
0.8200,4.1800,,-2.0069,0.0571,0.3242,,,,,
0.8250,4.1800,,-2.0067,0.0587,0.3242,,,,,
0.8300,4.1800,,-2.0064,0.0604,0.3242,,,,,
0.8350,4.1800,,-2.0060,0.0620,0.3242,,,,,
0.8400,4.1800,,-2.0057,0.0636,0.3242,,,,,
0.8450,4.1800,,-2.0054,0.0652,0.3147,,,,,
0.8500,4.1900,,-2.0051,0.0668,0.3147,,,,,
0.8550,4.1900,,-2.0047,0.0683,0.3052,,,,,
0.8600,4.1900,,-2.0044,0.0698,0.2956,,,,,
0.8650,4.1900,,-2.0040,0.0712,0.2861,,,,,
0.8700,4.1900,,-2.0037,0.0726,0.2766,,,,,
0.8750,4.1900,,-2.0033,0.0739,0.2670,,,,,
0.8800,4.1900,,-2.0029,0.0752,0.2575,,,,,
0.8850,4.1900,,-2.0025,0.0765,0.2575,,,,,
0.8900,4.1900,,-2.0021,0.0777,0.2480,,,,,
0.8950,4.1900,,-2.0017,0.0789,0.2384,,,,,
0.9000,4.1900,,-2.0013,0.0801,0.2289,,,,,
0.9050,4.1900,,-2.0009,0.0812,0.2193,,,,,
0.9100,4.1900,,-2.0005,0.0822,0.2003,,,,,
0.9150,4.1900,,-2.0001,0.0831,0.1907,,,,,
0.9200,4.1900,,-1.9997,0.0840,0.1764,,,,,
0.9250,4.1900,,-1.9993,0.0848,0.1621,,,,,
0.9300,4.1900,,-1.9988,0.0856,0.1526,,,,,
0.9350,4.1900,,-1.9984,0.0863,0.1383,,,,,
0.9400,4.2000,,-1.9980,0.0869,0.1192,,,,,
0.9450,4.2000,,-1.9975,0.0874,0.1049,,,,,
0.9500,4.2000,,-1.9971,0.0878,0.0858,,,,,
0.9550,4.2000,,-1.9967,0.0882,0.0715,,,,,
0.9600,4.2000,,-1.9962,0.0884,0.0525,,,,,
0.9650,4.2000,,-1.9958,0.0886,0.0381,,,,,
0.9700,4.2000,,-1.9953,0.0887,0.0238,,,,,
0.9750,4.2000,,-1.9949,0.0888,0.0095,,,,,
0.9800,4.2000,,-1.9944,0.0888,-0.0048,,,,,
0.9850,4.2000,,-1.9940,0.0887,-0.0191,,,,,
0.9900,4.2100,,-1.9936,0.0885,-0.0381,,,,,
0.9950,4.2100,,-1.9931,0.0882,-0.0477,,,,,
1.0000,4.2100,,-1.9927,0.0879,-0.0620,,,,,
1.0050,4.2100,,-1.9922,0.0876,-0.0715,,,,,
1.0100,4.2100,,-1.9918,0.0872,-0.0811,,,,,
1.0150,4.2100,,-1.9914,0.0867,-0.0906,,,,,
1.0200,4.2100,,-1.9909,0.0862,-0.1001,,,,,
1.0250,4.2100,,-1.9905,0.0857,-0.1049,,,,,
1.0300,4.2100,,-1.9901,0.0851,-0.1097,,,,,
1.0350,4.2100,,-1.9897,0.0846,-0.1097,,,,,
1.0400,4.2100,,-1.9892,0.0840,-0.1097,,,,,
1.0450,4.2100,,-1.9888,0.0835,-0.1097,,,,,
1.0500,4.2100,,-1.9884,0.0829,-0.1097,,,,,
1.0550,4.2100,,-1.9880,0.0824,-0.1097,,,,,
1.0600,4.2100,,-1.9876,0.0818,-0.1097,,,,,
1.0650,4.2100,,-1.9872,0.0813,-0.1049,,,,,
1.0700,4.2100,,-1.9868,0.0808,-0.1001,,,,,
1.0750,4.2100,,-1.9864,0.0803,-0.0954,,,,,
1.0800,4.2100,,-1.9860,0.0799,-0.0906,,,,,
1.0850,4.2100,,-1.9856,0.0795,-0.0858,,,,,
1.0900,4.2100,,-1.9852,0.0791,-0.0811,,,,,
1.0950,4.2100,,-1.9848,0.0787,-0.0763,,,,,
1.1000,4.2100,,-1.9844,0.0783,-0.0715,,,,,
1.1050,4.2100,,-1.9840,0.0780,-0.0668,,,,,
1.1100,4.2100,,-1.9836,0.0777,-0.0620,,,,,
1.1150,4.2100,,-1.9832,0.0774,-0.0525,,,,,
1.1200,4.2100,,-1.9828,0.0772,-0.0477,,,,,
1.1250,4.2100,,-1.9825,0.0770,-0.0429,,,,,
1.1300,4.2100,,-1.9821,0.0768,-0.0381,,,,,
1.1350,4.2100,,-1.9817,0.0766,-0.0334,,,,,
1.1400,4.2100,,-1.9813,0.0765,-0.0286,,,,,
1.1450,4.2100,,-1.9809,0.0763,-0.0286,,,,,
1.1500,4.2100,,-1.9805,0.0762,-0.0238,,,,,
1.1550,4.2100,,-1.9802,0.0761,-0.0238,,,,,
1.1600,4.2100,,-1.9798,0.0760,-0.0238,,,,,
1.1650,4.2100,,-1.9794,0.0759,-0.0191,,,,,
1.1700,4.2100,,-1.9790,0.0757,-0.0238,,,,,
1.1750,4.2100,,-1.9787,0.0756,-0.0238,,,,,
1.1800,4.2100,,-1.9783,0.0755,-0.0286,,,,,
1.1850,4.2100,,-1.9779,0.0753,-0.0286,,,,,
1.1900,4.2100,,-1.9775,0.0751,-0.0381,,,,,
1.1950,4.2200,,-1.9771,0.0749,-0.0429,,,,,
1.2000,4.2200,,-1.9768,0.0747,-0.0477,,,,,
1.2050,4.2200,,-1.9764,0.0744,-0.0572,,,,,
1.2100,4.2200,,-1.9760,0.0741,-0.0620,,,,,
1.2150,4.2200,,-1.9757,0.0737,-0.0715,,,,,
1.2200,4.2200,,-1.9753,0.0734,-0.0763,,,,,
1.2250,4.2200,,-1.9749,0.0730,-0.0811,,,,,
1.2300,4.2200,,-1.9746,0.0725,-0.0906,,,,,
1.2350,4.2200,,-1.9742,0.0720,-0.0954,,,,,
1.2400,4.2200,,-1.9739,0.0715,-0.1001,,,,,
1.2450,4.2200,,-1.9735,0.0710,-0.1049,,,,,
1.2500,4.2200,,-1.9731,0.0704,-0.1144,,,,,
1.2550,4.2200,,-1.9728,0.0698,-0.1192,,,,,
1.2600,4.2200,,-1.9724,0.0692,-0.1240,,,,,
1.2650,4.2200,,-1.9721,0.0685,-0.1335,,,,,
1.2700,4.2200,,-1.9718,0.0679,-0.1383,,,,,
1.2750,4.2200,,-1.9714,0.0671,-0.1478,,,,,
1.2800,4.2200,,-1.9711,0.0664,-0.1526,,,,,
1.2850,4.2200,,-1.9708,0.0655,-0.1621,,,,,
1.2900,4.2200,,-1.9704,0.0647,-0.1717,,,,,
1.2950,4.2200,,-1.9701,0.0638,-0.1812,,,,,
1.3000,4.2300,,-1.9698,0.0628,-0.1955,,,,,
1.3050,4.2300,,-1.9695,0.0618,-0.2050,,,,,
1.3100,4.2300,,-1.9692,0.0607,-0.2146,,,,,
1.3150,4.2300,,-1.9689,0.0596,-0.2241,,,,,
1.3200,4.2300,,-1.9686,0.0584,-0.2337,,,,,
1.3250,4.2300,,-1.9683,0.0572,-0.2432,,,,,
1.3300,4.2300,,-1.9680,0.0560,-0.2480,,,,,
1.3350,4.2300,,-1.9678,0.0547,-0.2575,,,,,
1.3400,4.2300,,-1.9675,0.0534,-0.2623,,,,,
1.3450,4.2300,,-1.9672,0.0520,-0.2670,,,,,
1.3500,4.2300,,-1.9670,0.0507,-0.2718,,,,,
1.3550,4.2300,,-1.9667,0.0493,-0.2766,,,,,
1.3600,4.2300,,-1.9665,0.0479,-0.2813,,,,,
1.3650,4.2300,,-1.9663,0.0465,-0.2813,,,,,
1.3700,4.2300,,-1.9661,0.0450,-0.2861,,,,,
1.3750,4.2300,,-1.9658,0.0436,-0.2861,,,,,
1.3800,4.2300,,-1.9656,0.0422,-0.2861,,,,,
1.3850,4.2300,,-1.9654,0.0407,-0.2909,,,,,
1.3900,4.2300,,-1.9652,0.0393,-0.2909,,,,,
1.3950,4.2300,,-1.9650,0.0378,-0.2909,,,,,
1.4000,4.2300,,-1.9649,0.0363,-0.2956,,,,,
1.4050,4.2300,,-1.9647,0.0349,-0.2956,,,,,
1.4100,4.2300,,-1.9645,0.0334,-0.2956,,,,,
1.4150,4.2300,,-1.9644,0.0319,-0.2956,,,,,
1.4200,4.2300,,-1.9642,0.0304,-0.2956,,,,,
1.4250,4.2300,,-1.9641,0.0289,-0.2956,,,,,
1.4300,4.2300,,-1.9639,0.0274,-0.3004,,,,,
1.4350,4.2300,,-1.9638,0.0259,-0.3004,,,,,
1.4400,4.2300,,-1.9637,0.0244,-0.3004,,,,,
1.4450,4.2300,,-1.9635,0.0229,-0.3004,,,,,
1.4500,4.2300,,-1.9634,0.0214,-0.3052,,,,,
1.4550,4.2300,,-1.9633,0.0199,-0.3052,,,,,
1.4600,4.2300,,-1.9633,0.0184,-0.3052,,,,,
1.4650,4.2300,,-1.9632,0.0168,-0.3099,,,,,
1.4700,4.2300,,-1.9631,0.0153,-0.3099,,,,,
1.4750,4.2300,,-1.9630,0.0137,-0.3147,,,,,
1.4800,4.2300,,-1.9630,0.0121,-0.3147,,,,,
1.4850,4.2300,,-1.9629,0.0105,-0.3195,,,,,
1.4900,4.2300,,-1.9629,0.0089,-0.3242,,,,,
1.4950,4.2300,,-1.9628,0.0073,-0.3242,,,,,
1.5000,4.2300,,-1.9628,0.0056,-0.3290,,,,,
1.5050,4.2300,,-1.9628,0.0040,-0.3338,,,,,
1.5100,4.2300,,-1.9628,0.0023,-0.3386,,,,,
1.5150,4.2300,,-1.9628,0.0005,-0.3433,,,,,
1.5200,4.2300,,-1.9628,-0.0012,-0.3481,,,,,
1.5250,4.2300,,-1.9628,-0.0030,-0.3576,,,,,
1.5300,4.2300,,-1.9628,-0.0048,-0.3624,,,,,
1.5350,4.2300,,-1.9628,-0.0066,-0.3672,,,,,
1.5400,4.2300,,-1.9629,-0.0085,-0.3767,,,,,
1.5450,4.2300,,-1.9629,-0.0104,-0.3815,,,,,
1.5500,4.2300,,-1.9630,-0.0124,-0.3910,,,,,
1.5550,4.2300,,-1.9631,-0.0144,-0.3958,,,,,
1.5600,4.2300,,-1.9632,-0.0164,-0.4053,,,,,
1.5650,4.2300,,-1.9632,-0.0185,-0.4148,,,,,
1.5700,4.2300,,-1.9633,-0.0206,-0.4244,,,,,
1.5750,4.2400,,-1.9635,-0.0227,-0.4292,,,,,
1.5800,4.2400,,-1.9636,-0.0249,-0.4387,,,,,
1.5850,4.2400,,-1.9637,-0.0272,-0.4482,,,,,
1.5900,4.2400,,-1.9639,-0.0294,-0.4530,,,,,
1.5950,4.2400,,-1.9640,-0.0317,-0.4578,,,,,
1.6000,4.2400,,-1.9642,-0.0340,-0.4578,,,,,
1.6050,4.2400,,-1.9644,-0.0363,-0.4578,,,,,
1.6100,4.2400,,-1.9646,-0.0386,-0.4530,,,,,
1.6150,4.2400,,-1.9648,-0.0408,-0.4530,,,,,
1.6200,4.2400,,-1.9650,-0.0430,-0.4435,,,,,
1.6250,4.2300,,-1.9652,-0.0452,-0.4387,,,,,
1.6300,4.2300,,-1.9655,-0.0474,-0.4292,,,,,
1.6350,4.2300,,-1.9657,-0.0494,-0.4148,,,,,
1.6400,4.2300,,-1.9660,-0.0515,-0.4053,,,,,
1.6450,4.2300,,-1.9662,-0.0535,-0.3958,,,,,
1.6500,4.2300,,-1.9665,-0.0554,-0.3815,,,,,
1.6550,4.2300,,-1.9668,-0.0572,-0.3719,,,,,
1.6600,4.2300,,-1.9671,-0.0590,-0.3576,,,,,
1.6650,4.2300,,-1.9674,-0.0607,-0.3481,,,,,
1.6700,4.2300,,-1.9677,-0.0624,-0.3338,,,,,
1.6750,4.2300,,-1.9680,-0.0640,-0.3195,,,,,
1.6800,4.2300,,-1.9683,-0.0655,-0.3052,,,,,
1.6850,4.2300,,-1.9687,-0.0670,-0.2909,,,,,
1.6900,4.2300,,-1.9690,-0.0684,-0.2766,,,,,
1.6950,4.2300,,-1.9694,-0.0697,-0.2575,,,,,
1.7000,4.2300,,-1.9697,-0.0709,-0.2432,,,,,
1.7050,4.2200,,-1.9701,-0.0720,-0.2241,,,,,
1.7100,4.2200,,-1.9705,-0.0730,-0.2050,,,,,
1.7150,4.2200,,-1.9708,-0.0740,-0.1860,,,,,
1.7200,4.2200,,-1.9712,-0.0748,-0.1669,,,,,
1.7250,4.2200,,-1.9716,-0.0756,-0.1526,,,,,
1.7300,4.2200,,-1.9720,-0.0762,-0.1335,,,,,
1.7350,4.2200,,-1.9723,-0.0768,-0.1192,,,,,
1.7400,4.2200,,-1.9727,-0.0773,-0.1049,,,,,
1.7450,4.2200,,-1.9731,-0.0778,-0.0906,,,,,
1.7500,4.2200,,-1.9735,-0.0782,-0.0715,,,,,
1.7550,4.2200,,-1.9739,-0.0784,-0.0572,,,,,
1.7600,4.2200,,-1.9743,-0.0787,-0.0429,,,,,
1.7650,4.2200,,-1.9747,-0.0788,-0.0334,,,,,
1.7700,4.2200,,-1.9751,-0.0789,-0.0191,,,,,
1.7750,4.2200,,-1.9755,-0.0789,-0.0048,,,,,
1.7800,4.2200,,-1.9759,-0.0789,0.0095,,,,,
1.7850,4.2200,,-1.9763,-0.0788,0.0238,,,,,
1.7900,4.2200,,-1.9767,-0.0786,0.0381,,,,,
1.7950,4.2200,,-1.9770,-0.0783,0.0525,,,,,
1.8000,4.2200,,-1.9774,-0.0780,0.0715,,,,,
1.8050,4.2200,,-1.9778,-0.0775,0.0858,,,,,
1.8100,4.2200,,-1.9782,-0.0770,0.1001,,,,,
1.8150,4.2100,,-1.9786,-0.0764,0.1192,,,,,
1.8200,4.2100,,-1.9790,-0.0757,0.1383,,,,,
1.8250,4.2100,,-1.9793,-0.0750,0.1526,,,,,
1.8300,4.2100,,-1.9797,-0.0741,0.1669,,,,,
1.8350,4.2100,,-1.9801,-0.0732,0.1812,,,,,
1.8400,4.2100,,-1.9804,-0.0723,0.1955,,,,,
1.8450,4.2100,,-1.9808,-0.0712,0.2098,,,,,
1.8500,4.2100,,-1.9812,-0.0701,0.2193,,,,,
1.8550,4.2100,,-1.9815,-0.0690,0.2337,,,,,
1.8600,4.2100,,-1.9818,-0.0677,0.2432,,,,,
1.8650,4.2100,,-1.9822,-0.0665,0.2527,,,,,
1.8700,4.2100,,-1.9825,-0.0652,0.2623,,,,,
1.8750,4.2100,,-1.9828,-0.0638,0.2718,,,,,
1.8800,4.2100,,-1.9831,-0.0624,0.2813,,,,,
1.8850,4.2100,,-1.9834,-0.0610,0.2861,,,,,
1.8900,4.2100,,-1.9837,-0.0595,0.2956,,,,,
1.8950,4.2100,,-1.9840,-0.0580,0.3004,,,,,
1.9000,4.2100,,-1.9843,-0.0564,0.3099,,,,,
1.9050,4.2100,,-1.9846,-0.0548,0.3195,,,,,
1.9100,4.2100,,-1.9848,-0.0532,0.3242,,,,,
1.9150,4.2100,,-1.9851,-0.0515,0.3338,,,,,
1.9200,4.2100,,-1.9853,-0.0499,0.3386,,,,,
1.9250,4.2100,,-1.9856,-0.0481,0.3481,,,,,
1.9300,4.2100,,-1.9858,-0.0463,0.3529,,,,,
1.9350,4.2100,,-1.9860,-0.0445,0.3624,,,,,
1.9400,4.2100,,-1.9863,-0.0427,0.3719,,,,,
1.9450,4.2100,,-1.9865,-0.0408,0.3767,,,,,
1.9500,4.2100,,-1.9867,-0.0389,0.3862,,,,,
1.9550,4.2100,,-1.9868,-0.0369,0.3958,,,,,
1.9600,4.2000,,-1.9870,-0.0349,0.4053,,,,,
1.9650,4.2000,,-1.9872,-0.0328,0.4148,,,,,
1.9700,4.2000,,-1.9873,-0.0307,0.4244,,,,,
1.9750,4.2000,,-1.9875,-0.0285,0.4292,,,,,
1.9800,4.2000,,-1.9876,-0.0263,0.4387,,,,,
1.9850,4.2000,,-1.9877,-0.0241,0.4435,,,,,
1.9900,4.2000,,-1.9878,-0.0219,0.4435,,,,,
1.9950,4.2000,,-1.9879,-0.0197,0.4435,,,,,
2.0000,4.2000,,-1.9880,-0.0174,0.4482,,,,,
2.0050,4.2000,,-1.9881,-0.0152,0.4435,,,,,
2.0100,4.2000,,-1.9882,-0.0130,0.4435,,,,,
2.0150,4.2000,,-1.9882,-0.0108,0.4387,,,,,
2.0200,4.2000,,-1.9883,-0.0086,0.4339,,,,,
2.0250,4.2000,,-1.9883,-0.0065,0.4292,,,,,
2.0300,4.2000,,-1.9883,-0.0044,0.4196,,,,,
2.0350,4.2000,,-1.9883,-0.0023,0.4101,,,,,
2.0400,4.2000,,-1.9883,-0.0003,0.4005,,,,,
2.0450,4.2000,,-1.9883,0.0016,0.3910,,,,,
2.0500,4.2000,,-1.9883,0.0035,0.3767,,,,,
2.0550,4.2000,,-1.9883,0.0053,0.3624,,,,,
2.0600,4.2000,,-1.9882,0.0071,0.3481,,,,,
2.0650,4.2000,,-1.9882,0.0087,0.3338,,,,,
