# SprintScope Test Export
# Athlete:,Bandar 400mH
# Test ID:,90
# Test Type:,Sprint
# Date:,2026-06-29 11:29:57
# Session Type:,Training
# Venue:,Outdoor
# Weather:,Dry
# Wind:,No Wind
# Surface:,Track
# Footwear:,Spikes
# Zero Offset:,1004.570
# Orth. Offset:,0.000
# Filter:,Butterworth
# Filter Params:,Order: 2, Cutoff: 1.21 Hz
# Distance:,60 m
# Splits Every:,10 m
# Start Position:,Running start
#
Time [s],Distance [m],,Distance_Filtered [m],Velocity [m/s],Acceleration [m/s^2],,Split Distance [m],Delta Time [s],Cumulative Time [s],Split Velocity [m/s]
6.2150,4.1700,,-2.0257,0.0527,0.1144,,,,,
6.2200,4.1700,,-2.0254,0.0533,0.1144,,,,,
6.2250,4.1700,,-2.0251,0.0538,0.1049,,,,,
6.2300,4.1700,,-2.0249,0.0543,0.1049,,,,,
6.2350,4.1700,,-2.0246,0.0548,0.0954,,,,,
6.2400,4.1700,,-2.0243,0.0552,0.0858,,,,,
6.2450,4.1700,,-2.0240,0.0556,0.0858,,,,,
6.2500,4.1700,,-2.0237,0.0560,0.0763,,,,,
6.2550,4.1700,,-2.0235,0.0564,0.0763,,,,,
6.2600,4.1700,,-2.0232,0.0567,0.0668,,,,,
6.2650,4.1700,,-2.0229,0.0570,0.0572,,,,,
6.2700,4.1700,,-2.0226,0.0573,0.0572,,,,,
6.2750,4.1700,,-2.0223,0.0576,0.0477,,,,,
6.2800,4.1700,,-2.0220,0.0577,0.0381,,,,,
6.2850,4.1700,,-2.0217,0.0579,0.0381,,,,,
6.2900,4.1700,,-2.0215,0.0581,0.0286,,,,,
6.2950,4.1700,,-2.0212,0.0582,0.0191,,,,,
6.3000,4.1700,,-2.0209,0.0582,0.0095,,,,,
6.3050,4.1700,,-2.0206,0.0582,0.0000,,,,,
6.3100,4.1700,,-2.0203,0.0582,-0.0095,,,,,
6.3150,4.1700,,-2.0200,0.0581,-0.0191,,,,,
6.3200,4.1700,,-2.0197,0.0579,-0.0381,,,,,
6.3250,4.1700,,-2.0194,0.0576,-0.0477,,,,,
6.3300,4.1800,,-2.0191,0.0573,-0.0668,,,,,
6.3350,4.1800,,-2.0189,0.0569,-0.0763,,,,,
6.3400,4.1800,,-2.0186,0.0565,-0.0858,,,,,
6.3450,4.1800,,-2.0183,0.0560,-0.1049,,,,,
6.3500,4.1800,,-2.0180,0.0554,-0.1144,,,,,
6.3550,4.1800,,-2.0177,0.0548,-0.1240,,,,,
6.3600,4.1800,,-2.0175,0.0541,-0.1335,,,,,
6.3650,4.1800,,-2.0172,0.0534,-0.1431,,,,,
6.3700,4.1800,,-2.0169,0.0526,-0.1621,,,,,
6.3750,4.1800,,-2.0167,0.0517,-0.1717,,,,,
6.3800,4.1800,,-2.0164,0.0509,-0.1717,,,,,
6.3850,4.1800,,-2.0162,0.0500,-0.1812,,,,,
6.3900,4.1800,,-2.0159,0.0490,-0.1907,,,,,
6.3950,4.1800,,-2.0157,0.0480,-0.2003,,,,,
6.4000,4.1800,,-2.0155,0.0470,-0.2098,,,,,
6.4050,4.1800,,-2.0152,0.0459,-0.2098,,,,,
6.4100,4.1800,,-2.0150,0.0448,-0.2193,,,,,
6.4150,4.1800,,-2.0148,0.0437,-0.2289,,,,,
6.4200,4.1800,,-2.0146,0.0425,-0.2289,,,,,
6.4250,4.1800,,-2.0144,0.0413,-0.2384,,,,,
6.4300,4.1800,,-2.0142,0.0401,-0.2480,,,,,
6.4350,4.1800,,-2.0140,0.0389,-0.2480,,,,,
6.4400,4.1800,,-2.0138,0.0376,-0.2575,,,,,
6.4450,4.1800,,-2.0136,0.0362,-0.2670,,,,,
6.4500,4.1800,,-2.0134,0.0349,-0.2670,,,,,
6.4550,4.1800,,-2.0133,0.0335,-0.2766,,,,,
6.4600,4.1800,,-2.0131,0.0321,-0.2861,,,,,
6.4650,4.1800,,-2.0129,0.0306,-0.2956,,,,,
6.4700,4.1800,,-2.0128,0.0291,-0.3052,,,,,
6.4750,4.1800,,-2.0127,0.0276,-0.3052,,,,,
6.4800,4.1800,,-2.0125,0.0260,-0.3147,,,,,
6.4850,4.1800,,-2.0124,0.0244,-0.3242,,,,,
6.4900,4.1800,,-2.0123,0.0227,-0.3338,,,,,
6.4950,4.1800,,-2.0122,0.0210,-0.3433,,,,,
6.5000,4.1800,,-2.0121,0.0192,-0.3529,,,,,
6.5050,4.1800,,-2.0120,0.0174,-0.3624,,,,,
6.5100,4.1800,,-2.0119,0.0155,-0.3719,,,,,
6.5150,4.1800,,-2.0119,0.0136,-0.3815,,,,,
6.5200,4.1800,,-2.0118,0.0116,-0.4005,,,,,
6.5250,4.1800,,-2.0118,0.0096,-0.4101,,,,,
6.5300,4.1800,,-2.0117,0.0075,-0.4196,,,,,
6.5350,4.1900,,-2.0117,0.0053,-0.4387,,,,,
6.5400,4.1900,,-2.0117,0.0031,-0.4482,,,,,
6.5450,4.1900,,-2.0117,0.0008,-0.4578,,,,,
6.5500,4.1900,,-2.0117,-0.0016,-0.4768,,,,,
6.5550,4.1900,,-2.0117,-0.0041,-0.4864,,,,,
6.5600,4.1900,,-2.0117,-0.0065,-0.4864,,,,,
6.5650,4.1900,,-2.0118,-0.0090,-0.4959,,,,,
6.5700,4.1900,,-2.0118,-0.0115,-0.5054,,,,,
6.5750,4.1900,,-2.0119,-0.0140,-0.5054,,,,,
6.5800,4.1900,,-2.0120,-0.0165,-0.5054,,,,,
6.5850,4.1900,,-2.0121,-0.0191,-0.5054,,,,,
6.5900,4.1900,,-2.0122,-0.0216,-0.5054,,,,,
6.5950,4.1900,,-2.0123,-0.0241,-0.5054,,,,,
6.6000,4.1900,,-2.0124,-0.0267,-0.5054,,,,,
6.6050,4.1900,,-2.0126,-0.0291,-0.4959,,,,,
6.6100,4.1900,,-2.0127,-0.0316,-0.4864,,,,,
6.6150,4.1800,,-2.0129,-0.0340,-0.4768,,,,,
6.6200,4.1800,,-2.0131,-0.0363,-0.4768,,,,,
6.6250,4.1900,,-2.0133,-0.0386,-0.4578,,,,,
6.6300,4.1900,,-2.0135,-0.0409,-0.4482,,,,,
6.6350,4.1900,,-2.0137,-0.0431,-0.4387,,,,,
6.6400,4.1900,,-2.0139,-0.0452,-0.4292,,,,,
6.6450,4.1800,,-2.0142,-0.0473,-0.4101,,,,,
6.6500,4.1800,,-2.0144,-0.0492,-0.3910,,,,,
6.6550,4.1800,,-2.0147,-0.0511,-0.3815,,,,,
6.6600,4.1800,,-2.0149,-0.0529,-0.3624,,,,,
6.6650,4.1800,,-2.0152,-0.0546,-0.3433,,,,,
6.6700,4.1800,,-2.0155,-0.0563,-0.3242,,,,,
6.6750,4.1800,,-2.0158,-0.0578,-0.3052,,,,,
6.6800,4.1800,,-2.0161,-0.0593,-0.2956,,,,,
6.6850,4.1800,,-2.0164,-0.0607,-0.2766,,,,,
6.6900,4.1800,,-2.0167,-0.0619,-0.2575,,,,,
6.6950,4.1800,,-2.0170,-0.0631,-0.2384,,,,,
6.7000,4.1800,,-2.0173,-0.0642,-0.2193,,,,,
6.7050,4.1800,,-2.0177,-0.0652,-0.2003,,,,,
6.7100,4.1800,,-2.0180,-0.0661,-0.1812,,,,,
6.7150,4.1800,,-2.0183,-0.0669,-0.1621,,,,,
6.7200,4.1800,,-2.0187,-0.0677,-0.1431,,,,,
6.7250,4.1800,,-2.0190,-0.0682,-0.1144,,,,,
6.7300,4.1800,,-2.0193,-0.0687,-0.0954,,,,,
6.7350,4.1800,,-2.0197,-0.0690,-0.0668,,,,,
6.7400,4.1800,,-2.0200,-0.0693,-0.0477,,,,,
6.7450,4.1700,,-2.0204,-0.0694,-0.0191,,,,,
6.7500,4.1700,,-2.0207,-0.0693,0.0095,,,,,
6.7550,4.1700,,-2.0211,-0.0691,0.0381,,,,,
6.7600,4.1700,,-2.0214,-0.0689,0.0572,,,,,
6.7650,4.1700,,-2.0218,-0.0684,0.0858,,,,,
6.7700,4.1700,,-2.0221,-0.0679,0.1049,,,,,
6.7750,4.1600,,-2.0224,-0.0672,0.1335,,,,,
6.7800,4.1600,,-2.0228,-0.0665,0.1526,,,,,
6.7850,4.1600,,-2.0231,-0.0656,0.1717,,,,,
6.7900,4.1600,,-2.0234,-0.0647,0.1907,,,,,
6.7950,4.1600,,-2.0237,-0.0636,0.2098,,,,,
6.8000,4.1600,,-2.0241,-0.0625,0.2193,,,,,
6.8050,4.1600,,-2.0244,-0.0613,0.2384,,,,,
6.8100,4.1600,,-2.0247,-0.0601,0.2384,,,,,
6.8150,4.1600,,-2.0250,-0.0589,0.2480,,,,,
6.8200,4.1600,,-2.0252,-0.0576,0.2575,,,,,
6.8250,4.1600,,-2.0255,-0.0563,0.2575,,,,,
6.8300,4.1600,,-2.0258,-0.0550,0.2575,,,,,
6.8350,4.1600,,-2.0261,-0.0537,0.2575,,,,,
6.8400,4.1600,,-2.0263,-0.0525,0.2575,,,,,
6.8450,4.1600,,-2.0266,-0.0512,0.2575,,,,,
6.8500,4.1600,,-2.0268,-0.0499,0.2480,,,,,
6.8550,4.1600,,-2.0271,-0.0487,0.2384,,,,,
6.8600,4.1600,,-2.0273,-0.0475,0.2384,,,,,
6.8650,4.1600,,-2.0275,-0.0464,0.2289,,,,,
6.8700,4.1600,,-2.0278,-0.0453,0.2098,,,,,
6.8750,4.1600,,-2.0280,-0.0443,0.2003,,,,,
6.8800,4.1600,,-2.0282,-0.0434,0.1812,,,,,
6.8850,4.1600,,-2.0284,-0.0426,0.1717,,,,,
6.8900,4.1600,,-2.0286,-0.0418,0.1526,,,,,
6.8950,4.1600,,-2.0288,-0.0412,0.1335,,,,,
6.9000,4.1700,,-2.0290,-0.0406,0.1144,,,,,
6.9050,4.1700,,-2.0292,-0.0401,0.0954,,,,,
6.9100,4.1700,,-2.0294,-0.0397,0.0763,,,,,
6.9150,4.1700,,-2.0296,-0.0394,0.0572,,,,,
6.9200,4.1700,,-2.0298,-0.0392,0.0381,,,,,
6.9250,4.1700,,-2.0300,-0.0391,0.0286,,,,,
6.9300,4.1700,,-2.0302,-0.0391,0.0095,,,,,
6.9350,4.1700,,-2.0304,-0.0391,0.0000,,,,,
6.9400,4.1700,,-2.0306,-0.0391,-0.0191,,,,,
6.9450,4.1700,,-2.0308,-0.0393,-0.0286,,,,,
6.9500,4.1700,,-2.0310,-0.0395,-0.0381,,,,,
6.9550,4.1700,,-2.0312,-0.0397,-0.0477,,,,,
6.9600,4.1700,,-2.0314,-0.0400,-0.0572,,,,,
6.9650,4.1700,,-2.0316,-0.0403,-0.0668,,,,,
6.9700,4.1700,,-2.0318,-0.0407,-0.0668,,,,,
6.9750,4.1700,,-2.0320,-0.0411,-0.0763,,,,,
6.9800,4.1700,,-2.0322,-0.0414,-0.0763,,,,,
6.9850,4.1700,,-2.0324,-0.0418,-0.0763,,,,,
6.9900,4.1700,,-2.0326,-0.0422,-0.0763,,,,,
6.9950,4.1700,,-2.0329,-0.0426,-0.0763,,,,,
7.0000,4.1700,,-2.0331,-0.0429,-0.0668,,,,,
7.0050,4.1700,,-2.0333,-0.0432,-0.0668,,,,,
7.0100,4.1700,,-2.0335,-0.0435,-0.0572,,,,,
7.0150,4.1700,,-2.0337,-0.0438,-0.0477,,,,,
7.0200,4.1600,,-2.0339,-0.0440,-0.0381,,,,,
7.0250,4.1600,,-2.0342,-0.0441,-0.0286,,,,,
7.0300,4.1600,,-2.0344,-0.0442,-0.0095,,,,,
7.0350,4.1600,,-2.0346,-0.0442,0.0000,,,,,
7.0400,4.1600,,-2.0348,-0.0441,0.0095,,,,,
7.0450,4.1600,,-2.0351,-0.0440,0.0286,,,,,
7.0500,4.1600,,-2.0353,-0.0438,0.0381,,,,,
7.0550,4.1600,,-2.0355,-0.0435,0.0477,,,,,
7.0600,4.1600,,-2.0357,-0.0432,0.0668,,,,,
7.0650,4.1600,,-2.0359,-0.0428,0.0763,,,,,
7.0700,4.1600,,-2.0361,-0.0423,0.0954,,,,,
7.0750,4.1600,,-2.0363,-0.0418,0.1049,,,,,
7.0800,4.1600,,-2.0365,-0.0412,0.1144,,,,,
7.0850,4.1600,,-2.0367,-0.0406,0.1335,,,,,
7.0900,4.1600,,-2.0369,-0.0398,0.1526,,,,,
7.0950,4.1500,,-2.0371,-0.0390,0.1621,,,,,
7.1000,4.1500,,-2.0373,-0.0381,0.1812,,,,,
7.1050,4.1500,,-2.0375,-0.0371,0.1907,,,,,
7.1100,4.1500,,-2.0377,-0.0361,0.2098,,,,,
7.1150,4.1500,,-2.0379,-0.0350,0.2193,,,,,
7.1200,4.1500,,-2.0380,-0.0339,0.2289,,,,,
7.1250,4.1500,,-2.0382,-0.0327,0.2384,,,,,
7.1300,4.1500,,-2.0384,-0.0314,0.2480,,,,,
7.1350,4.1500,,-2.0385,-0.0302,0.2480,,,,,
7.1400,4.1500,,-2.0387,-0.0289,0.2575,,,,,
7.1450,4.1500,,-2.0388,-0.0276,0.2575,,,,,
7.1500,4.1500,,-2.0389,-0.0263,0.2670,,,,,
7.1550,4.1500,,-2.0391,-0.0249,0.2670,,,,,
7.1600,4.1600,,-2.0392,-0.0236,0.2670,,,,,
7.1650,4.1600,,-2.0393,-0.0223,0.2670,,,,,
7.1700,4.1600,,-2.0394,-0.0209,0.2670,,,,,
7.1750,4.1600,,-2.0395,-0.0196,0.2670,,,,,
7.1800,4.1600,,-2.0396,-0.0183,0.2670,,,,,
7.1850,4.1600,,-2.0397,-0.0169,0.2670,,,,,
7.1900,4.1600,,-2.0397,-0.0155,0.2766,,,,,
7.1950,4.1600,,-2.0398,-0.0142,0.2766,,,,,
7.2000,4.1700,,-2.0399,-0.0127,0.2861,,,,,
7.2050,4.1700,,-2.0399,-0.0113,0.2956,,,,,
7.2100,4.1700,,-2.0400,-0.0097,0.3052,,,,,
7.2150,4.1700,,-2.0400,-0.0081,0.3242,,,,,
7.2200,4.1700,,-2.0401,-0.0064,0.3338,,,,,
7.2250,4.1700,,-2.0401,-0.0047,0.3529,,,,,
7.2300,4.1700,,-2.0401,-0.0028,0.3815,,,,,
7.2350,4.1700,,-2.0401,-0.0008,0.4005,,,,,
7.2400,4.1700,,-2.0401,0.0014,0.4387,,,,,
7.2450,4.1700,,-2.0401,0.0038,0.4673,,,,,
7.2500,4.1800,,-2.0400,0.0063,0.5054,,,,,
7.2550,4.1800,,-2.0400,0.0090,0.5436,,,,,
7.2600,4.1800,,-2.0399,0.0119,0.5817,,,,,
7.2650,4.1800,,-2.0399,0.0151,0.6390,,,,,
7.2700,4.1800,,-2.0398,0.0185,0.6866,,,,,
7.2750,4.1800,,-2.0396,0.0223,0.7439,,,,,
7.2800,4.1800,,-2.0395,0.0263,0.8106,,,,,
7.2850,4.1800,,-2.0394,0.0307,0.8774,,,,,
7.2900,4.1800,,-2.0392,0.0355,0.9537,,,,,
7.2950,4.1800,,-2.0390,0.0407,1.0395,,,,,
7.3000,4.1800,,-2.0388,0.0463,1.1253,,,,,
7.3050,4.1800,,-2.0385,0.0524,1.2112,,,,,
7.3100,4.1800,,-2.0382,0.0589,1.3065,,,,,
7.3150,4.1800,,-2.0379,0.0659,1.4019,,,,,
7.3200,4.1800,,-2.0375,0.0734,1.5068,,,,,
7.3250,4.1800,,-2.0371,0.0815,1.6212,,,,,
7.3300,4.1800,,-2.0366,0.0902,1.7262,,,,,
7.3350,4.1800,,-2.0361,0.0994,1.8501,,,,,
7.3400,4.1800,,-2.0356,0.1093,1.9741,,,,,
7.3450,4.1800,,-2.0350,0.1198,2.0981,,,,,
7.3500,4.1800,,-2.0343,0.1309,2.2316,,,,,
7.3550,4.1800,,-2.0336,0.1428,2.3651,,,,,
7.3600,4.1800,,-2.0329,0.1553,2.4986,,,,,
7.3650,4.1800,,-2.0320,0.1685,2.6417,,,,,
7.3700,4.1800,,-2.0311,0.1824,2.7943,,,,,
7.3750,4.1800,,-2.0301,0.1971,2.9373,,,,,
7.3800,4.1800,,-2.0291,0.2126,3.0994,,,,,
7.3850,4.1800,,-2.0279,0.2289,3.2520,,,,,
7.3900,4.1800,,-2.0267,0.2460,3.4142,,,,,
7.3950,4.1800,,-2.0254,0.2638,3.5763,,,,,
7.4000,4.1800,,-2.0239,0.2825,3.7384,,,,,
7.4050,4.1800,,-2.0224,0.3021,3.9101,,,,,
7.4100,4.1800,,-2.0208,0.3224,4.0722,,,,,
7.4150,4.1800,,-2.0191,0.3437,4.2439,,,,,
7.4200,4.1800,,-2.0173,0.3657,4.4155,,,,,
7.4250,4.1800,,-2.0153,0.3887,4.5872,,,,,
7.4300,4.1800,,-2.0133,0.4125,4.7588,,,,,
7.4350,4.1800,,-2.0111,0.4372,4.9400,,,,,
7.4400,4.1800,,-2.0088,0.4627,5.1117,,,,,
7.4450,4.1800,,-2.0063,0.4891,5.2834,,,,,
7.4500,4.1800,,-2.0037,0.5164,5.4550,,,,,
7.4550,4.1800,,-2.0010,0.5445,5.6267,,,,,
7.4600,4.1800,,-1.9982,0.5735,5.7936,,,,,
7.4650,4.1800,,-1.9951,0.6033,5.9557,,,,,
7.4700,4.1800,,-1.9920,0.6339,6.1178,,,,,
7.4750,4.1800,,-1.9886,0.6653,6.2752,,,,,
7.4800,4.1800,,-1.9852,0.6974,6.4278,,,,,
7.4850,4.1800,,-1.9815,0.7303,6.5756,,,,,
7.4900,4.1800,,-1.9777,0.7638,6.7139,,,,,
7.4950,4.1800,,-1.9737,0.7981,6.8521,,,,,
7.5000,4.1800,,-1.9695,0.8330,6.9761,,,,,
7.5050,4.1800,,-1.9652,0.8685,7.0953,,,,,
7.5100,4.1800,,-1.9607,0.9045,7.2050,,,,,
7.5150,4.1900,,-1.9560,0.9410,7.3099,,,,,
7.5200,4.1900,,-1.9511,0.9780,7.4005,,,,,
7.5250,4.1900,,-1.9460,1.0154,7.4768,,,,,
7.5300,4.1900,,-1.9407,1.0532,7.5483,,,,,
7.5350,4.1900,,-1.9353,1.0912,7.6056,,,,,
7.5400,4.2000,,-1.9296,1.1294,7.6485,,,,,
7.5450,4.2000,,-1.9238,1.1678,7.6771,,,,,
7.5500,4.2000,,-1.9177,1.2063,7.6962,,,,,
7.5550,4.2000,,-1.9115,1.2448,7.7009,,,,,
7.5600,4.2100,,-1.9051,1.2832,7.6866,,,,,
7.5650,4.2200,,-1.8985,1.3215,7.6580,,,,,
7.5700,4.2200,,-1.8917,1.3596,7.6103,,,,,
7.5750,4.2300,,-1.8847,1.3973,7.5531,,,,,
7.5800,4.2400,,-1.8775,1.4347,7.4768,,,,,
7.5850,4.2500,,-1.8702,1.4716,7.3814,,,,,
7.5900,4.2600,,-1.8626,1.5080,7.2718,,,,,
7.5950,4.2700,,-1.8549,1.5438,7.1526,,,,,
7.6000,4.2700,,-1.8470,1.5788,7.0143,,,,,
7.6050,4.2900,,-1.8390,1.6131,6.8617,,,,,
7.6100,4.3000,,-1.8307,1.6466,6.6948,,,,,
7.6150,4.3100,,-1.8223,1.6792,6.5136,,,,,
7.6200,4.3400,,-1.8138,1.7108,6.3181,,,,,
7.6250,4.3600,,-1.8051,1.7413,6.1131,,,,,
7.6300,4.3800,,-1.7962,1.7709,5.9032,,,,,
7.6350,4.4000,,-1.7872,1.7993,5.6839,,,,,
7.6400,4.4100,,-1.7781,1.8266,5.4598,,,,,
7.6450,4.4400,,-1.7688,1.8528,5.2357,,,,,
7.6500,4.4600,,-1.7594,1.8778,5.0068,,,,,
7.6550,4.4800,,-1.7499,1.9017,4.7874,,,,,
7.6600,4.4800,,-1.7403,1.9246,4.5681,,,,,
7.6650,4.5000,,-1.7306,1.9463,4.3535,,,,,
7.6700,4.5100,,-1.7207,1.9671,4.1485,,,,,
7.6750,4.5300,,-1.7108,1.9868,3.9530,,,,,
7.6800,4.5400,,-1.7008,2.0056,3.7575,,,,,
7.6850,4.5500,,-1.6907,2.0235,3.5763,,,,,
7.6900,4.5600,,-1.6805,2.0405,3.4046,,,,,
7.6950,4.5800,,-1.6702,2.0567,3.2377,,,,,
7.7000,4.5900,,-1.6598,2.0721,3.0851,,,,,
7.7050,4.6000,,-1.6494,2.0869,2.9421,,,,,
7.7100,4.6100,,-1.6389,2.1009,2.8086,,,,,
7.7150,4.6200,,-1.6283,2.1143,2.6894,,,,,
7.7200,4.6300,,-1.6177,2.1272,2.5797,,,,,
7.7250,4.6400,,-1.6070,2.1396,2.4796,,,,,
7.7300,4.6500,,-1.5962,2.1516,2.3890,,,,,
7.7350,4.6600,,-1.5854,2.1631,2.3127,,,,,
7.7400,4.6700,,-1.5745,2.1744,2.2411,,,,,
7.7450,4.6800,,-1.5636,2.1853,2.1839,,,,,
7.7500,4.6900,,-1.5526,2.1960,2.1362,,,,,
7.7550,4.7000,,-1.5416,2.2065,2.1029,,,,,
7.7600,4.7200,,-1.5305,2.2168,2.0742,,,,,
7.7650,4.7300,,-1.5194,2.2271,2.0552,,,,,
7.7700,4.7400,,-1.5082,2.2374,2.0504,,,,,
7.7750,4.7500,,-1.4969,2.2476,2.0552,,,,,
7.7800,4.7600,,-1.4857,2.2580,2.0695,,,,,
7.7850,4.7700,,-1.4743,2.2685,2.0933,,,,,
7.7900,4.7800,,-1.4629,2.2791,2.1315,,,,,
7.7950,4.7800,,-1.4515,2.2900,2.1744,,,,,
7.8000,4.7900,,-1.4400,2.3011,2.2316,,,,,
7.8050,4.8000,,-1.4284,2.3126,2.2936,,,,,
7.8100,4.8000,,-1.4168,2.3244,2.3651,,,,,
7.8150,4.8100,,-1.4051,2.3366,2.4366,,,,,
7.8200,4.8100,,-1.3933,2.3492,2.5225,,,,,
7.8250,4.8200,,-1.3815,2.3623,2.6035,,,,,
7.8300,4.8200,,-1.3697,2.3757,2.6941,,,,,
7.8350,4.8400,,-1.3577,2.3896,2.7800,,,,,
7.8400,4.8500,,-1.3457,2.4040,2.8706,,,,,
7.8450,4.8600,,-1.3336,2.4188,2.9564,,,,,
7.8500,4.8700,,-1.3214,2.4340,3.0470,,,,,
7.8550,4.8800,,-1.3092,2.4497,3.1328,,,,,
7.8600,4.8800,,-1.2968,2.4658,3.2234,,,,,
7.8650,4.9000,,-1.2844,2.4823,3.3092,,,,,
7.8700,4.9100,,-1.2719,2.4993,3.3903,,,,,
7.8750,4.9200,,-1.2594,2.5166,3.4714,,,,,
7.8800,4.9400,,-1.2467,2.5344,3.5524,,,,,
7.8850,4.9500,,-1.2339,2.5525,3.6287,,,,,
7.8900,4.9600,,-1.2211,2.5711,3.7050,,,,,
7.8950,4.9800,,-1.2081,2.5899,3.7766,,,,,
7.9000,4.9900,,-1.1951,2.6092,3.8433,,,,,
7.9050,5.0000,,-1.1819,2.6287,3.9148,,,,,
7.9100,5.0200,,-1.1687,2.6486,3.9768,,,,,
7.9150,5.0300,,-1.1553,2.6688,4.0436,,,,,
7.9200,5.0400,,-1.1419,2.6894,4.1056,,,,,
7.9250,5.0500,,-1.1283,2.7102,4.1676,,,,,
7.9300,5.0600,,-1.1147,2.7313,4.2248,,,,,
7.9350,5.0900,,-1.1009,2.7527,4.2772,,,,,
7.9400,5.1000,,-1.0870,2.7744,4.3297,,,,,
7.9450,5.1200,,-1.0731,2.7963,4.3821,,,,,
7.9500,5.1400,,-1.0590,2.8184,4.4298,,,,,
7.9550,5.1500,,-1.0448,2.8408,4.4775,,,,,
7.9600,5.1700,,-1.0305,2.8634,4.5252,,,,,
7.9650,5.1800,,-1.0160,2.8863,4.5776,,,,,
7.9700,5.2000,,-1.0015,2.9094,4.6253,,,,,
7.9750,5.2100,,-0.9868,2.9328,4.6802,,,,,
7.9800,5.2300,,-0.9720,2.9565,4.7326,,,,,
7.9850,5.2500,,-0.9571,2.9804,4.7851,,,,,
7.9900,5.2700,,-0.9421,3.0046,4.8399,,,,,
7.9950,5.2800,,-0.9270,3.0291,4.8971,,,,,
8.0000,5.3000,,-0.9117,3.0539,4.9567,,,,,
8.0050,5.3200,,-0.8963,3.0790,5.0187,,,,,
8.0100,5.3300,,-0.8808,3.1044,5.0855,,,,,
8.0150,5.3400,,-0.8651,3.1302,5.1570,,,,,
8.0200,5.3600,,-0.8493,3.1564,5.2309,,,,,
8.0250,5.3700,,-0.8334,3.1829,5.3072,,,,,
8.0300,5.3900,,-0.8174,3.2098,5.3859,,,,,
8.0350,5.4000,,-0.8012,3.2372,5.4669,,,,,
8.0400,5.4200,,-0.7849,3.2649,5.5504,,,,,
8.0450,5.4400,,-0.7684,3.2931,5.6338,,,,,
8.0500,5.4600,,-0.7518,3.3217,5.7220,,,,,
8.0550,5.4700,,-0.7350,3.3508,5.8126,,,,,
8.0600,5.4900,,-0.7181,3.3803,5.9056,,,,,
8.0650,5.4900,,-0.7011,3.4103,6.0010,,,,,
8.0700,5.5000,,-0.6839,3.4408,6.0964,,,,,
8.0750,5.5000,,-0.6665,3.4717,6.1941,,,,,
8.0800,5.5200,,-0.6490,3.5032,6.2871,,,,,
8.0850,5.5400,,-0.6313,3.5351,6.3777,,,,,
8.0900,5.5500,,-0.6135,3.5674,6.4611,,,,,
8.0950,5.5700,,-0.5955,3.6001,6.5398,,,,,
8.1000,5.5800,,-0.5773,3.6331,6.6137,,,,,
8.1050,5.6000,,-0.5590,3.6665,6.6805,,,,,
8.1100,5.6100,,-0.5405,3.7003,6.7425,,,,,
8.1150,5.6300,,-0.5218,3.7342,6.7949,,,,,
8.1200,5.6500,,-0.5030,3.7684,6.8378,,,,,
8.1250,5.6700,,-0.4840,3.8028,6.8748,,,,,
8.1300,5.6900,,-0.4648,3.8373,6.9022,,,,,
8.1350,5.7100,,-0.4454,3.8719,6.9213,,,,,
8.1400,5.7300,,-0.4259,3.9066,6.9320,,,,,
8.1450,5.7500,,-0.4062,3.9412,6.9356,,,,,
8.1500,5.7700,,-0.3863,3.9759,6.9308,,,,,
8.1550,5.7900,,-0.3662,4.0105,6.9189,,,,,
8.1600,5.8100,,-0.3460,4.0450,6.8987,,,,,
8.1650,5.8300,,-0.3256,4.0793,6.8700,,,,,
8.1700,5.8600,,-0.3051,4.1135,6.8355,,,,,
8.1750,5.8800,,-0.2843,4.1475,6.7925,,,,,
8.1800,5.9000,,-0.2634,4.1812,6.7437,,,,,
8.1850,5.9300,,-0.2423,4.2146,6.6876,,,,,
8.1900,5.9500,,-0.2211,4.2478,6.6268,,,,,
8.1950,5.9700,,-0.1997,4.2806,6.5607,,,,,
8.2000,6.0000,,-0.1781,4.3130,6.4898,,,,,
8.2050,6.0200,,-0.1564,4.3451,6.4146,,,,,
8.2100,6.0400,,-0.1345,4.3768,6.3354,,,,,
8.2150,6.0600,,-0.1125,4.4080,6.2522,,,,,
8.2200,6.0800,,-0.0903,4.4389,6.1655,,,,,
8.2250,6.1000,,-0.0679,4.4692,6.0740,,,,,
8.2300,6.1400,,-0.0454,4.4991,5.9779,,,,,
8.2350,6.1700,,-0.0228,4.5285,5.8776,,,,,
8.2400,6.2000,,-0.0000,4.5574,5.7753,,,,,
8.2450,6.2300,,0.0229,4.5857,5.6723,,,,,
8.2500,6.2500,,0.0460,4.6136,5.5703,,,,,
8.2550,6.2800,,0.0692,4.6410,5.4702,,,,,
8.2600,6.3100,,0.0925,4.6678,5.3728,,,,,
8.2650,6.3300,,0.1160,4.6942,5.2786,,,,,
8.2700,6.3600,,0.1396,4.7201,5.1883,,,,,
8.2750,6.3900,,0.1633,4.7457,5.1024,,,,,
8.2800,6.4100,,0.1872,4.7708,5.0217,,,,,
8.2850,6.4400,,0.2112,4.7955,4.9472,,,,,
8.2900,6.4700,,0.2353,4.8199,4.8793,,,,,
8.2950,6.4900,,0.2595,4.8440,4.8179,,,,,
8.3000,6.5200,,0.2838,4.8678,4.7636,,,,,
8.3050,6.5400,,0.3083,4.8914,4.7171,,,,,
8.3100,6.5600,,0.3328,4.9148,4.6790,,,,,
